path,filename,true_label,true_label_name,yolo_detected,yolo_conf,model_a_score,model_a_clip_danger_score,model_a_best_caption_number,model_a_best_caption,model_a_best_category,model_a_best_caption_score,model_b_score,model_b_best_caption_number,model_b_best_caption,model_b_best_category,model_b_best_caption_score,model_c_score,model_c_best_category
/content/drive/MyDrive/yolo-clip images/A1/0438_FL_GAH_00002.jpg,0438_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.7123960853,0.7113525363,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9711914063,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9711914063,0.7123960853,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0467_FL_ERBF_00001.jpg,0467_FL_ERBF_00001.jpg,1,dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.9956054688,1,Flaming structure in a fenced area with debris,dangerous fire,0.9750976563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0477_FL_GAH_00002.jpg,0477_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.8519560695,0.7866449841,0.9233398438,2,Building engulfed in large flames and thick smoke,dangerous fire,0.80859375,0.9233398438,2,Building engulfed in large flames and thick smoke,dangerous fire,0.80859375,0.8519560695,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0477_FL_GAH_00294.jpg,0477_FL_GAH_00294.jpg,1,dangerous fire,TRUE,0.5967396498,0.5912034909,0.9907226563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9584960938,0.9907226563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9584960938,0.5967396498,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0477_FL_GAH_00314.jpg,0477_FL_GAH_00314.jpg,1,dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.9970703125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7880859375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0501_FL_GAH_00016.jpg,0501_FL_GAH_00016.jpg,1,dangerous fire,TRUE,0.3466217518,0.344590765,0.994140625,1,Flaming structure in a fenced area with debris,dangerous fire,0.5087890625,0.994140625,1,Flaming structure in a fenced area with debris,dangerous fire,0.5087890625,0.3466217518,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0501_FL_GAH_00303.jpg,0501_FL_GAH_00303.jpg,1,dangerous fire,TRUE,0.6173028946,0.6173028946,1,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9072265625,1,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9072265625,0.6173028946,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0535_FL_ENB_00002.jpg,0535_FL_ENB_00002.jpg,1,dangerous fire,TRUE,0.6527310014,0.639982349,0.98046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.5322265625,0.98046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.5322265625,0.6527310014,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0536_FL_ENB_00016.jpg,0536_FL_ENB_00016.jpg,1,dangerous fire,TRUE,0.3373551369,0.3133054054,0.9287109375,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8911132813,0.9287109375,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8911132813,0.3373551369,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0542_FL_GAH_00337.jpg,0542_FL_GAH_00337.jpg,1,dangerous fire,TRUE,0.4283813536,0.4239887714,0.9897460938,1,Flaming structure in a fenced area with debris,dangerous fire,0.9526367188,0.9897460938,1,Flaming structure in a fenced area with debris,dangerous fire,0.9526367188,0.4283813536,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0543_FL_GAH_00002.jpg,0543_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.7654924989,0.7647449476,0.9990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.826171875,0.9990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.826171875,0.7654924989,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0543_FL_GAH_00313.jpg,0543_FL_GAH_00313.jpg,1,dangerous fire,TRUE,0.6552160382,0.6545761788,0.9990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.7392578125,0.9990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.7392578125,0.6552160382,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0592_FL_ENB_00002.jpg,0592_FL_ENB_00002.jpg,1,dangerous fire,TRUE,0.8093449473,0.791561489,0.9780273438,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8935546875,0.9780273438,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8935546875,0.8093449473,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0643_FL_GAH_00246.jpg,0643_FL_GAH_00246.jpg,1,dangerous fire,TRUE,0.4111900628,0.4055683236,0.986328125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.806640625,0.986328125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.806640625,0.4111900628,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0643_FL_GAH_00360.jpg,0643_FL_GAH_00360.jpg,1,dangerous fire,TRUE,0.5170477033,0.4291899881,0.830078125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.6450195313,0.830078125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.6450195313,0.5170477033,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0656_FL_GAH_00001.jpg,0656_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.3609444201,0.3574195722,0.990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.5756835938,0.990234375,1,Flaming structure in a fenced area with debris,dangerous fire,0.5756835938,0.3609444201,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0656_FL_GAH_00349.jpg,0656_FL_GAH_00349.jpg,1,dangerous fire,TRUE,0.6050403714,0.6050403714,1,2,Building engulfed in large flames and thick smoke,dangerous fire,0.94140625,1,2,Building engulfed in large flames and thick smoke,dangerous fire,0.94140625,0.6050403714,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0659_FL_GAH_00001.jpg,0659_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.5145856142,0.5118217266,0.9946289063,2,Building engulfed in large flames and thick smoke,dangerous fire,0.888671875,0.9946289063,2,Building engulfed in large flames and thick smoke,dangerous fire,0.888671875,0.5145856142,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0659_FL_GAH_00349.jpg,0659_FL_GAH_00349.jpg,1,dangerous fire,TRUE,0.6390957832,0.6378475493,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9780273438,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9780273438,0.6390957832,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0660_FL_ERBF_00003.jpg,0660_FL_ERBF_00003.jpg,1,dangerous fire,TRUE,0.5734645128,0.5642241178,0.9838867188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.966796875,0.9838867188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.966796875,0.5734645128,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0701_FL_GAH_00001.jpg,0701_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.6129506826,0.6087605901,0.9931640625,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7353515625,0.9931640625,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7353515625,0.6129506826,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0701_FL_GAH_00349.jpg,0701_FL_GAH_00349.jpg,1,dangerous fire,TRUE,0.7012138963,0.6974476107,0.9946289063,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8759765625,0.9946289063,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8759765625,0.7012138963,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0711_FL_GAH_00001.jpg,0711_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.4696712196,0.468753893,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7358398438,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7358398438,0.4696712196,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0712_FL_GAH_00001.jpg,0712_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.4593574703,0.4384979758,0.9545898438,1,Flaming structure in a fenced area with debris,dangerous fire,0.8745117188,0.9545898438,1,Flaming structure in a fenced area with debris,dangerous fire,0.8745117188,0.4593574703,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0713_FL_GAH_00002.jpg,0713_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.5300420523,0.5282303851,0.9965820313,1,Flaming structure in a fenced area with debris,dangerous fire,0.9887695313,0.9965820313,1,Flaming structure in a fenced area with debris,dangerous fire,0.9887695313,0.5300420523,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0738_FL_GAH_00001.jpg,0738_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.343536526,0.3413558742,0.9936523438,1,Flaming structure in a fenced area with debris,dangerous fire,0.6000976563,0.9936523438,1,Flaming structure in a fenced area with debris,dangerous fire,0.6000976563,0.343536526,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0743_FL_GAH_00001.jpg,0743_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.3806167543,0.3798733622,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.927734375,0.998046875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.927734375,0.3806167543,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0848_FL_MS_00001.jpg,0848_FL_MS_00001.jpg,1,dangerous fire,TRUE,0.6674792171,0.6665014643,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9614257813,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9614257813,0.6674792171,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0849_FL_MS_00001.jpg,0849_FL_MS_00001.jpg,1,dangerous fire,TRUE,0.5415616632,0.5407683599,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9853515625,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9853515625,0.5415616632,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0849_FL_MS_00136.jpg,0849_FL_MS_00136.jpg,1,dangerous fire,TRUE,0.6232521534,0.6229478311,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8852539063,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8852539063,0.6232521534,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0849_FL_MS_00147.jpg,0849_FL_MS_00147.jpg,1,dangerous fire,TRUE,0.6026178598,0.6005581308,0.9965820313,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9506835938,0.9965820313,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9506835938,0.6026178598,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0849_FL_MS_00258.jpg,0849_FL_MS_00258.jpg,1,dangerous fire,TRUE,0.5679425001,0.5665559217,0.9975585938,2,Building engulfed in large flames and thick smoke,dangerous fire,0.953125,0.9975585938,2,Building engulfed in large flames and thick smoke,dangerous fire,0.953125,0.5679425001,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0849_FL_MS_00345.jpg,0849_FL_MS_00345.jpg,1,dangerous fire,TRUE,0.5775842667,0.576738196,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9931640625,0.9985351563,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9931640625,0.5775842667,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0881_FL_GAH_00001.jpg,0881_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.6562504768,0.104942398,0.1599121094,5,Fireworks explosion in the night sky,safe-fire,0.8134765625,0.1599121094,5,Fireworks explosion in the night sky,safe-fire,0.8134765625,0.6562504768,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0883_FL_GAH_00018.jpg,0883_FL_GAH_00018.jpg,1,dangerous fire,TRUE,0.4419379532,0.4374063629,0.9897460938,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9545898438,0.9897460938,2,Building engulfed in large flames and thick smoke,dangerous fire,0.9545898438,0.4419379532,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0896_FL_GAH_00002.jpg,0896_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.5495401621,0.5468568605,0.9951171875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7153320313,0.9951171875,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7153320313,0.5495401621,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0913_FL_ERBF_00273.jpg,0913_FL_ERBF_00273.jpg,1,dangerous fire,TRUE,0.7529922724,0.7526246004,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.982421875,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.982421875,0.7529922724,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0914_FL_ERBF_00001.jpg,0914_FL_ERBF_00001.jpg,1,dangerous fire,TRUE,0.7506731749,0.7503066352,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7397460938,0.9995117188,2,Building engulfed in large flames and thick smoke,dangerous fire,0.7397460938,0.7506731749,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/0927_FL_ERBF_00188.jpg,0927_FL_ERBF_00188.jpg,1,dangerous fire,TRUE,0.32427001,0.2333857396,0.7197265625,1,Flaming structure in a fenced area with debris,dangerous fire,0.6088867188,0.7197265625,1,Flaming structure in a fenced area with debris,dangerous fire,0.6088867188,0.32427001,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1209_FL_ENB_00001.jpg,1209_FL_ENB_00001.jpg,1,dangerous fire,TRUE,0.468072921,0.1834123629,0.3918457031,5,Fireworks explosion in the night sky,safe-fire,0.4516601563,0.3918457031,5,Fireworks explosion in the night sky,safe-fire,0.4516601563,0.468072921,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1226_FL_ERBF_00002.jpg,1226_FL_ERBF_00002.jpg,1,dangerous fire,TRUE,0.7592709064,0.1488512055,0.1960449219,5,Fireworks explosion in the night sky,safe-fire,0.3107910156,0.1960449219,5,Fireworks explosion in the night sky,safe-fire,0.3107910156,0.7592709064,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1231_FL_ERBF_00018.jpg,1231_FL_ERBF_00018.jpg,1,dangerous fire,TRUE,0.7247380018,0.2995560149,0.4133300781,5,Fireworks explosion in the night sky,safe-fire,0.5415039063,0.4133300781,5,Fireworks explosion in the night sky,safe-fire,0.5415039063,0.7247380018,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1236_FL_ERBF_00016.jpg,1236_FL_ERBF_00016.jpg,1,dangerous fire,TRUE,0.2566082478,0.05967269433,0.2325439453,4,Gas stove with blue flame cooking,safe-fire,0.3510742188,0.2325439453,4,Gas stove with blue flame cooking,safe-fire,0.3510742188,0.2566082478,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1245_FL_ERBF_00005.jpg,1245_FL_ERBF_00005.jpg,1,dangerous fire,TRUE,0.5364345312,0.1585991741,0.2956542969,5,Fireworks explosion in the night sky,safe-fire,0.4484863281,0.2956542969,5,Fireworks explosion in the night sky,safe-fire,0.4484863281,0.5364345312,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1326_FL_GAH_00001.jpg,1326_FL_GAH_00001.jpg,1,dangerous fire,TRUE,0.6553612351,0.6547212339,0.9990234375,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8193359375,0.9990234375,2,Building engulfed in large flames and thick smoke,dangerous fire,0.8193359375,0.6553612351,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1368_FL_OLMF_00002.jpg,1368_FL_OLMF_00002.jpg,1,dangerous fire,TRUE,0.5105583072,0.2647524034,0.5185546875,1,Flaming structure in a fenced area with debris,dangerous fire,0.2614746094,0.5185546875,1,Flaming structure in a fenced area with debris,dangerous fire,0.2614746094,0.5105583072,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1496_FL_OLMF_00009.jpg,1496_FL_OLMF_00009.jpg,1,dangerous fire,TRUE,0.5245087147,0.2170513358,0.4138183594,1,Flaming structure in a fenced area with debris,dangerous fire,0.4123535156,0.4138183594,1,Flaming structure in a fenced area with debris,dangerous fire,0.4123535156,0.5245087147,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1801_FL_GAH_00324.jpg,1801_FL_GAH_00324.jpg,1,dangerous fire,TRUE,0.6474570632,0.1435280794,0.2216796875,8,Wood-burning fireplace in a cozy living room,safe-fire,0.3967285156,0.2216796875,8,Wood-burning fireplace in a cozy living room,safe-fire,0.3967285156,0.6474570632,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1829_FL_GAH_00314.jpg,1829_FL_GAH_00314.jpg,1,dangerous fire,TRUE,0.753492713,0.5838832693,0.7749023438,1,Flaming structure in a fenced area with debris,dangerous fire,0.6616210938,0.7749023438,1,Flaming structure in a fenced area with debris,dangerous fire,0.6616210938,0.753492713,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1876_FL_GAH_00002.jpg,1876_FL_GAH_00002.jpg,1,dangerous fire,TRUE,0.5417036414,0.540116619,0.9970703125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.931640625,0.9970703125,2,Building engulfed in large flames and thick smoke,dangerous fire,0.931640625,0.5417036414,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1941_FL_ERBF_00002.jpg,1941_FL_ERBF_00002.jpg,1,dangerous fire,TRUE,0.7648567557,0.08823115651,0.1153564453,5,Fireworks explosion in the night sky,safe-fire,0.8193359375,0.1153564453,5,Fireworks explosion in the night sky,safe-fire,0.8193359375,0.7648567557,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1945_FL_OLMF_00001.jpg,1945_FL_OLMF_00001.jpg,1,dangerous fire,TRUE,0.8083723187,0.02967748717,0.03671264648,5,Fireworks explosion in the night sky,safe-fire,0.576171875,0.03671264648,5,Fireworks explosion in the night sky,safe-fire,0.576171875,0.8083723187,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1961_FL_OLMF_00270.jpg,1961_FL_OLMF_00270.jpg,1,dangerous fire,TRUE,0.5634102821,0.05715258111,0.1014404297,5,Fireworks explosion in the night sky,safe-fire,0.3342285156,0.1014404297,5,Fireworks explosion in the night sky,safe-fire,0.3342285156,0.5634102821,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/1976_FL_OLMF_00005.jpg,1976_FL_OLMF_00005.jpg,1,dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.01415252686,5,Fireworks explosion in the night sky,safe-fire,0.4533691406,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/A1/2005_FL_OLMF_00005.jpg,2005_FL_OLMF_00005.jpg,1,dangerous fire,TRUE,0.7991853952,0.01536519772,0.01922607422,5,Fireworks explosion in the night sky,safe-fire,0.97265625,0.01922607422,5,Fireworks explosion in the night sky,safe-fire,0.97265625,0.7991853952,yolo-fire-detected
